text,sentiment
Gaydaa Bolooso Soore Giyaaro Daamoota Soore Giyaakko Gaasoyine Dembba Zaamine D.Sooren De'iyoo Gishshaw Giyooga ,0
Gaytatto Kehippe Galatidda.Nunikka Intte Miyiyanni Eqanna.Intte Lo'o Ossuwa Ubba Kappanna,1
Gedde kuwaase Kasaa ka anage metenashin biyosa yiyossa xayiddi yekkiya wolaytta nattu metuwa watane giyoga mullesankka hasayitte. ,1
geelo wolaytta heeran xooniko Wolaytattoy Ooso qaala gidiyo gishawu Nababiyoganne xaafiyoga loyttidi luxitte hadara ,-1
Gelagaa soo kaarenn eqoopaa,0
Gelibena tasi,0
Gelibena teme birishetta koshes.,0
Geman shoca giidi qonciyan tasa tanamo goosona,-1
Geshaa Assi Coo Haayiqena,1
Geshshaa wolattay nennaa ,1
Gidikoka lambata eta esha be'idi moro ogiyawu gelissidi doosona,-1
gido galatabolan galatay doretidi,1
Gidopeatin hagape sintani hegaa mala shufuro qofaara de'iya asi wogga Wolaytta kaletiyo qaadayi mela,1
Gidoshin Hadara Ekkida Oone Banta Keettaa Keexiddinne bantta Ganjjiya Kunttiddi Hano Gakkanawu Yidosona,-1
Gidoshshin Tani de'iyoosay haa woggetaa radoone oottenasan de'iisihshin ayyibin iizigana danddaayinaa?,0
Gifaatawuka shaakkennan qorennan saro gatto.Wolaytta xeeliya iittay eexxo.,-1
Gifata galla simes gido Gita wolayita Oyishay simenaba gidiko Uluwas aqidaaget de'iyoga nu Hayiqid wuriyo galassa Gifaata ,-1
Gifatay gakanwu wolayta asa oysha godaka zaro tayenwu,0
Giffatan uffaysidabappe issoy ne Geressa.,0
giittawu niyoo mattiyo duttayis tuma,0
Gillabba chanaqi oyissa kaqiyo miitta amaro ballan alibba naqqada assa wurisiya lawule xessan,-1
Gita AJJUUTAA,1
Gita asa adussa laytta amottaasi.,1
Gita Asa bariya Gam o A hegaa gaada Teme Nena aggikke .kawoti Aakkite orddite,-1
Gita asaa shin hayquwa waatane ,1
Gita nato xoneta minite,1
Gita Ofaa Hagee Hannid Gakkanaashin Doomettibeennage Bala,-1
Gita walatato inite alamiyan andana siquwan zoriyan intenara sintaww,1
gita wolayettawu saroka,1
gita wolaytay xosay shepua maro,1
gitato kehipe daro lo eta morike yelato,1
Gitaw cuchay culoppo. Amini,1
gitawu goobawu gaamuawu.etc,1
Gitay wolayita dere kumetay nenani ceeqettes,1
Gitta sheshawu,1
Gitta tanguwaa,1
gitta wolaytte nay ne aaye wolaytteba hoode hegan suqqa ,1
Gittaa oddo tuma hagge.lo es ,1
Gittaw loe'ess ,1
Gittawu dafurenago temu magna,0
Gittawu siquwan nagosi,0
Gittena Gittawu tuma Lo asa,0
giyaa ooratta maxaafaa demmikko aappe demmeta.,0
Giyoy baynna gishawu Ordda gaas hariba tawu,0
Go ena nay kiyo kumess,-1
Goba goba kehin lo'ees wolkamay nugee,1
goba kitta ayia yelu mati shin nusoba syenadan mocona morge xibani zozis,-1
goba ne la wogga sheshashawu,1
Goda suntan shocheto ,-1
Godattiya Axuure Wolaytta Na a tuma Wolayttummay Ciiyo Po o puula gallassa Gido ,1
Godattiyo Ane gedaridi paccabi deikko qofaa wotti kanttite,0
Goday anjjo nu soo Ermasa,1
Goday dendo,1
Goday erees nu hasayana dees,1
goday gikko xoonoy nuuga . ,1
Goday intenara gido ,1
Godayi kehassa atto,1
godayy anaguwa dariso,1
Godda sunta shoceto,1
Godda sunttan hako,1
Godday nuna xomosso,1
Goddayi A shempuwa saluwan maro,1
Goddayi nena anjo,1
Goddayi Shemppuwa maaro,1
goddi maddo,1
Godi ettarraa gido,1
Godi giikko,1
godi intenara gido,1
Godo Nuna Xelik?,1
Gooba goba geennay godatte goodetta meenna ,-1
Gooba gooba dichay,1
Goobada godatiyaago,1
Goobba minaa,1
Goppilata Oyiqdi Wadhdhiyobashin Xosay Eta Xitiya Mizo ,-1
Gosee shuchcha meentis,0
Goyiroripe gochora daro giyobay dess,-1
GOYYIYOOSAN,-1
Gudassa worabi,0
Gudeba la aybe siyobbay,0
Guji guji po'o neyo,1
Gujidika beto niyo,1
Gujidika po o ta ishawu,1
Gukida suttay awu pirdo mata oyqasi gidi hannes imida xossay woti ekko appe he matta ,-1
Gulanta Erssuwa Keetta Fikir,0
Gulanta makisuwan ezigas,0
Gulanti wolayta kettape issuwatene??? meshuwa gulantta gumbuwa esuwa gujja z,0
GULANTTA GIIGISSUWA MAKKISUWA NU KAHAA YARSHSHIDI HAYTTA CORGGOCHCHIDI EZGGANAWU NAAGOS.,0
Gulanttaa nu donawu gittaa baxiyaa ottiyo kettaa,0
Gulanttara sintawu wodiyaranne wodiya malatiya gigisuwa ekkid shiqiyo gishawu tummu wozanappe galatayisi ,0
Gulanttwaa Guyyiani eqqada wolayittaba gayiraa ,1
Gullanta galatos,1
Gullanta Woyitotune Dagettu Keetta,-1
Gullantta anjetta,1
Gullantta Woy Dag Ket Lo'etta Likkee,-1
Gullanttaw haage ybee,1
Guso layitti bannakki xeellettes saalawu hola shiin. ,0
Gusso Woddiyaan Banakki Xellettes Soo Caddiyooga aggiddi na'aa yedditte Wode iitta issoyi issuwaa aattiddi immopitte ,1
Guta Dagatoy keha,0
gutaran yekidi moyisanagashin attis.,0
Gutta Wodetuppe simmiyaagan ziiriyan hagan hasayettesi.,0
guye guyiawu wasa ,1
guyee goppitee woliqa gidio,1
Guyee Guyiyawu Shaalle Shankay Heli Bole Wode Wonttay Iimin Ganage Essa lalle Dosin Iixxin Oyqqoy Era Laa Mahe Goynna Monichcha Ye'e Goosi Kawuwa Xona Sinttan,0
Ha baaxee minno ,0
Ha dendduwawu issi eqotaa koshshees,0
Ha galasiya taw hachi danaws neni madrekyan gererayda La walale nato warzaze nato malsase nato wolaitato,0
Ha gittabba yottiddo n ustta maada uyaa ekaa.,1
Ha gulo ayifiya digoo,-1
Ha haa Ta ishay haray de ikkokka Gujja. Wogga Wolaytte Na awu..,0
ha haasayay koorimichcha olanchata denttetiyoode haasayes giida,0
Ha ii banee,0
Ha ikaa tamasgana tuma nuu awaga sheepuwa maro,1
ha ikka wolaytta xoossay issibaa oottidi agana. Kawo Dagi yegna jegina inwodalen.,1
Ha issippetettay inttenara sinttawu boo ,1
ha itta kawuwa nu wolaita xossay oycho.,-1
ha ka xoosa daro galatiyoobay qosetida nu dona qonciya kesidi de es.,0
Ha kawotetta minnidi so gelennan qaxxiyoogan xoonana,-1
Ha layitta garssan merrettidda politikka qaattiyaa asayi ganjiyayo aqqiddaga,-1
ha mizza xossi diggo ,-1
ha na'ee oyishaw zaruwa diggiya kawotetay agganaw koshesi,-1
Ha na'ee oysha zarena kawotetay kanatto,-1
Ha nee gido lemissuwa malatiya wordoy bittan kumiis gidoo shin wursetay awu lafaa tem,0
ha oduwa woykko naqaashaa carkkuwan pushakkoogaw galatays.,1
Ha pilgetta ta waata demada nabbo? Please,0
ha qofa ne uluwan wottada ne takkidooge likena eta mala nuna qohida sheshi bawa hara ala amratuwanka qaaca ,-1
Ha qopan Gadawatu xeelay ay,1
Ha saatiyan shaahettikko waanna paacee hegaa ,-1
Ha ta erine naa''uto woykko heezzuto gidiyaga hachchippe doomine wolayitato qaalan kaho ooso keettati goe'etona geetetidi eretena gaasuwan atigiis,-1
Ha tobettay Dalgga oyshaa xeeliyagan sinttawu ekkana bessiya tanggotu bolli zorettes.,-1
Ha ubba ne dentto yohoti tuma. Yaatin eta watti birishane giyaaga zaaruwa naagayiis.,0
Ha urrayi bannara de'iyaa Dagattu Kumbekka amanettena,1
ha woga wolayttay lone?,0
Ha wolaytta wogaanne wogetaa zaaranawu ha yeletaappe hara injjetiyaabi yeenna,0
HaI worddo mootuwa doommidooga essana koshshees. La Dagatoduwa dogiyaagidetii? ,-1
Hai dei dr abi kawotettay Wolaytta naqqidooge tuma,-1
Haii Wolayta yidaageti asaa shakkanaw yidosona,-1
HaI simmidosona Giya eroosona Bochchenaakko loo ta jaalaw ,0
haa ika xoosso ne y haasayo.,1
Haage nu donna,0
Haagekka Adhanna,0
Haahuwan equwaa wontto agaaga,0
Haakko gane xoossa sunttan hagee kacciya essidi bawukka yashshees,1
Haako ga hariyaa ashuwaa gidiis bonchoosaappe soldees ,-1
Haashu eta ayeyo kayse nati kareppe yiya asa dollariya eki ekidi atosona gidene nuna wursanaw,1
Haashu nenaka nunaka ubba wolaytta deeriyaa saruwan gatees.,1
Haattay qanttaasinne adussaassi hayttaa gakkees giyaro birshiyako. Galatays ta ishaa woldetsaadiqa tamazggana.,0
Haayya Tamasggaana Hagaa Mala Naqaashshay Keehippe Lo ees Minna ,1
hachchi gakkanaw asa waasuwa daro kaafabeke hachchipe doomada ta asaa miyyiyan tanka gujetana.guyye simmiyoge koyyike,0
Hachchi Immiyo Marccoy Wontto Wuriyagaa.,0
Hachchi wonttan Kawo Kumbbe Dagaato.,-1
Hachchiigeeta qachchana xayikkokka attidaageeti shiiqin wurssi qachchanawu cimo gidennaadan gaada sirays.,-1
Hache gakanaw shayape keyanaw dandayebena oasuwa entega . fanan otoo osoye dogetena malaleya esepeteta,-1
Hachi ayba palaba xaafeti?,0
Hachigetura gidida xoosso atidageturaka neni gida ,1
hadan gukiya suta xosay acho.nuna uba xosay isuwa oto,1
hadara ha kiitaa guuxxishin laggiyawu gattiyoogan ha baaxiya zemppissa ,-1
Hadee baynna asawu hanqqoy baa Hadiyan alleqidi pixxa sinttan eqqidoosona.Tumay xoonees. Keeha sisso ,1
Haga baqalani hasayidagee xelless bollara.,1
Haga baxetana koshesi,0
Haga gildosi ima ba eriyo maran yeta kesoppe ne giyo ogiyan eppena. ,0
haga mala asas bochoy koshes,0
Haga onika lamena,0
haga ubbaa ottiyay nuso geela xoosako waasana tayshanto tuma fiiriday xoosamaatana,1
Haga Xosi Pirdo,1
hagaa ersdoo gishas wozanappe galatayss,1
Hagaa mala adussa baree de'io assatuppe dumma dumma nu wogaa haydaa taarikiyaa ezgi siyidi xuufiyaninne dinxiyan minitte,1
Hagaa mala oratabay lo ees guji yedite gobba kowo xona natoo ,1
Hagaa ubbay hanidoy naa u yeletaana woykko layttaa gid,0
hagaamala xalane bizza yeletatusi wodetura kantena suntay xaapetana kosheesi ,0
Hagaappe sinttan mino baaxe naagiyo gishshawu ne xeessa mintta gixxa ,1
Hagaappe sinttan Wolaytta laa'atettawu ay gatiyakka qanxxanawu maacidi kiyida qashoy qaaphee woroy maltte mootoy nuna guyye giissanawu bessenna.,-1
hagaawu ayi baaxe koshshi. nu kushshe gidenne?,0
Hagamalaba Diyabi Bawa,0
Hagape Haraa Koyokko,0
hagape sintan nu oletiyo olay so gido kaysotura,-1
Hagappe darobayikka haniyakkoni nunni nu matta bonchesenani guyi simokko nunni oyikkidoyi saluwa xossa nunara diyage ubba xoniyaga,1
Hagatan gikki ubbato.,0
Hagatene nu balishiyaa mattay proud of Dagiyachin,-1
hagaw gakkiyoosi baawa ubbaanika tumay xoonana ,0
Hage kehi gitaba Xossay saro gatto ,1
hage Layyittayi Waananaani,0
Hage nu xalasa gidenan nu qalas wogas hayda malatiyagetuska gita awanta,1
Hage nuyiyo hashu,1
Hage qasi nuyo cashapeatin boncho gidena,-1
Hage tuma xossayi hagetumala nuyiyo imidage galateto,1
Hage tumashin ha ii so bocciya kanna yelichidda aysee,-1
Hage tumasho nu so na a bizawu,0
Hagee asaay issi sohuwan qohoy gakkiyakko Yelananiya aayyoti Payyatetta Eqotaa Ambbulanssiya xeesanaw waatidi silkkiya shoccanesha?,-1
Hagee ayibaapekka sintta alaale ,1
Hagee Mootta Gaddawayi issi galassakka giddikokka nu biittassi wayettis Yaato gishshaw Worddo mootoyi eessuwan quccetto,-1
Hagee tiisha yelagwu keehippe zore,1
Hagee tumaa lohaa loyttaa oyqqa,1
hagee tumu xuurra naaqasha.,1
Hagee ubbatoo taayyookka oysha gididi dees,0
Hageeti issitto dariyooge ta dariyoogappe daro,0
Hageeti ubbati bantta minotettan wolaytta sunttaa xeesissidosona.hagaappe daruwa Geeta Indraasappe naagoos ,1
Hageetti hachichippe doomidi nunnara eqqidi baxxiyan wallaketidi hoolliya gattonna,1
Hageka tuma yagistene,0
Hagetta La'aa kiyenan Ashoyi intteyo mittetti?,0
Hagga Xossay pirdo nu giyobi baawa.,1
Haha tuma gadasa,0
Ha'i ay hanidikka zarisana xayikko sintta wodiyan qassi ya iita gidikko aybi Keehe??,0
Ha'i diya paaciya Xoonana danddayiyoy Dummatettaa xunttidi issippetettaa Naagiyogaana ,1
Ha'i sima minana koshessi tuma ne mala wolayita awuppe ekane,-1
Hai uba bhereka bagidon isuwa gido wodian nu behaire hayqichida polotica baga wani gidi ,-1
Ha'ii politikka qaatta ayissi sintta xeeran asaara kiyiddi waasenne,-1
Ha'ika nu hidotay yesusa wontuwa I eress ,1
Ha'ikka xosso ne donayi hasayo.,1
Hakko Coo paxaa didii Hayqiyo Xoosso Nubaa neni malaa gaa,1
Handay ma hallakes shin nuna I maro. ,-1
Hanena birshetta immoppa. ,-1
Hanenabi baa xoosi gikko,1
Hanenabi halchchetena halchchetabi sa an kundenna,-1
Hanennaba coo wayettoppa wolaytta yelagay nenadan maata miyaaga gidenna. ,-1
hangaassoy sa awu zimottay saluwaa caddees yaaggees ges nu asay.,-1
Haniche ola,-1
Hanidabaay ayibesha?,-1
Haniko away ha satiyan atidi de'yo gishashaw Wolaita cimay essuwan xeesidi a qofay aybako Wolaita deriya ersiyako lo'o.,-1
Hanin baxuuxidi oyqoos sugoos hooliiyaaka socana ,1
Hanno neyo nuyoo wolayitawu ne gadan my classic bro,0
Hanno Xoossi be'o ,1
Hannoode etikka xilliyaa gaaccidi tookkidi giiridaagetuppe issuwaa.,-1
Hano ekka,0
Hanoka beiki a cimetta abiyu shosha hanota,-1
hara ubbabaykka metenashin kawo kumbe dagata bochoppa hassay ossuwa mala gidenna siphi gada uttaga,-1
Haraa wolaytta dere eqotay etadankka wolayttatuwa go ettiyooga haara doommana besses Burqqee ho uwaara oyqqees ,-1
Haraba wurssidi deniyan gelidana qashettis,-1
Harabayi bana ha'ika nu asa boli godane gadawa ottidi xellosona,-1
Harabiy Hahuwan diyaa inteshata Sidetagna ottopite qassika matayia Ekidi tuma xayisiyogaa ottopite Xossi be es gitte.,1
Harasan dos ayba ogiyara ezgana dandayiyo?,0
Harata guutta aybako menan agokona ettappe yaatid bana wokalidi hasayiyoga agidi wolayta sunttan xaafosona,0
Haratti aynne hanibookona ayba iitaakka ootinookkona. Hegaa erana koshshasa. Hankkoode laafa maaday yimppo ekkes giyooro balloppa ,-1
haray lo uwa shiishi eti laliyagete.ongokona sima.,-1
Haraykka Deshshin morkke Beibennaa,-1
Haree kace keso kinddichoy tussa eqo daamooti dembba kiyo abi melo Wolaytti dalgga mantte kiyiyoogee attenaba. bali ba ne gussan anjjetta ,-1
Haryan zempidi godarya cadettes. Nuka kassan ampiddi etayiyo yimpanaw dettes.,-1
Hasaya giduku shayiyo gakawusu,0
Hashahu neyyo ,0
hashiyaa aahuwaa xoossay immo wolayttawu,1
HASHSH GATTES,1
Hashshu be a lo iyaagoo nenaara ubbabayikka lo ees tuma ,0
Hashshu denttikki puulaanchawu,0
Hashshu Equwaa xayssiyabi Aybee koyro,0
Hashshu gatees nu Zirxawu,1
Hashshu gattees nu soo professeriyawu,1
Hashshu gattees.Oorata layttay tumay kiyoonne wolayttawu oorata xalqee caariyo laytta gido.,1
Hashshu gattes ubbakka xossayi ha oratta layittayi wolayita dalegga mantiyaa oyishayi semiyo layitta giddo.,1
Hashshu gattiis ubbaakka ,1
Hashshu hashshu wolqqaama asa shiishshsdasa,1
Hashshu ishawu ubbakka saro shakenani gattes ,1
Hashshu issippe gates dosiyogo woga wolayttaw,1
Hashshu issippe gatteesa,1
Hashshu saro gattes nenanne ne soo asaa gujuwaan dabbuwaa laggiykka ,1
Hashshu saro yaasa mesfi yemotas tuma,0
Hashshu Saruwan Simasa Masfi Dosetes,0
hashshu ubaka xossay saruwan gattes ,1
Hashshu Ubbakka Xoossay Saro Gattes Nu Awatu nu Ayetu nu Michentu nu Ishantu Afutasi Hayse Ottiyo Laytta Ootto ,1
Hashshukka keehippe lo es.,0
Hashshukka nu dooniya loddan aakayda karenkka haasayettana Aasite.inttekka aakite.Teme ,0
Hashu gaattes,1
Hashu gakiki,1
Hashu gallattaa,1
Hashu Gatasii Tashawu woggaa wolaitawuuu,1
Hashu Gattees Gachama Wodala Ganjjiyaa minuwawu. ,1
Hashu gattes Erettaa Eessara usttiyaagoo ,1
hashu gattes temuye,0
Hashu gattes ubakkaa,1
Hashu issipe gattis.,1
Hashu issippe Gattene Dendduwaa baalay Siga gido ,1
Hashu kehipe daro ufayisesi,1
Hashu kiyidagetussi.atagettaka xossi kopo,1
Hashu ne ogiyakko zarettuwani simadassa yemuwani darobba nagosi xossayi maddo.,0
hashu nessi,1
Hashu nu oyshay simis,1
Hashu saro gates yo yo Gifata,1
hashu saro gatise tayishawu,1
hashu Saro simadassa mesfn nuso natta na'akka dossos shakkoko intena walaytta TV yan kka naggos,0
HASHU SARO YASA WOLAITIY,0
Hashu saro yassa maso,0
hashu saroo yaddassa,0
Hashu sarroo yassaa ,0
Hashu tayishaw,0
hashu ubakka sarwan gates ,1
Hashu ubbaka shakkenani korenani saro gattes tamazgana,0
Hashu ubbakka saruwan ufayssan gatteees geliya oorata laytta ufayssa kalo saronne dureteta laytta geeshsha xoossay ootto.,0
HASHU WOLAYITO NIYO,1
Hashu xona natukoyadasa tayeshaeu,0
Hashu xossawu hashu attaageetikka hegada hananag amanettays,0
Hashuka atagetugaka xosi eres ebirshana..,0
Hashuka sawees yaa ay ,1
Hashukka xoosso ufffe naagetoos ,1
Hashukonneee.. Xossay entenaraa de sse mintee,1
Hasshu gattees,0
Hawasi banaw koshena gasoyka alagatuko ,-1
Hawodiyaan koshenaaba xafoppa .bantta shemppuwa oyttid palamettiyaageta bochoopa ,-1
Haxeero Haniche,0
hay awuppe ekkanee awuppe demmanee ne taarikiyaa alamiya erissanaw baaxetiiddi ba laytta ubba de'ida nu aawaa malaa ,0
Hay Eshale Malaaliyaanne zirxxa asa ,0
Hay hadara yesusa nu asaw dandayetena metwa ehopa hadar hadara,1
Hay hay nenaka hegetu gidon gelisanaga agarasa tani nena hegetura gatas. ,0
Hay nena iitay .bochopo tuma Geresay ayba lo es gaadi ne maksoy keehpe wolqara dees mna.,0
Hay neqofan neeni nena eranchcha gaydda daasa era? Laafay hagaa mala qofaa na'antto xaafoppa,-1
Hay niyo xoossi atto go,1
Hay Tamu nee eehanabay malalasa Saro gatto,0
Hay tuma temeshin ane xoossaba be'anakka ,0
Hay Worabi Tamasgana Niyo Ee Yaano ,0
Haya ayiya yelu Kehi gitaba. Gulanta wozanape galatida.,0
Haya Haya Xonidettiye?,0
Haya hayiqenan paxxa dishin oychiyoge dagiyoge hara yeletta begoyes Wozanama Wodala Woldetsadiqa Tamizigana niyo worabi kushiyaa denttas,0
Haya Mina minin michiya ishan ceqawus ,0
Haya Ta Bitta Na awu Ta Ishshannitti Ubbay Ne Malla Giddiyakko Ubbatton Ta Raddiyan FM Woggetta Xalla Doyyana.Minna ,0
Haya wolaito benika nenara lo iyage hega kasi benika wozitoti dosona hachika hegatonishin hachira benigadan sakayetena,-1
Haya wolaity wonika otorsasa ne koshsha zarenan simaka ha'ikka xoossay nenaara deesi mina,1
Haya yesus haya Siya nuwosa siya Beta nugidon beta Ota neoswa otta.,1
Hayaa hashshu saro simaadasa Nagoosika,0
Hayaa hayaa Gaammoo,-1
Hayana Haika Niyo Xumopo,0
Hayana hayana tuma lalabiyaga sabiyage deriyawu dendaga bochiyage .,0
Hayana tamasgana hagaa WRS gaada isito guntane nuun nena corggochos nuus imoko guagetaw haytan koshnchcha puukane,0
Hayana Teme Gigsite Iss Asay Yages tukiya Afalaya Maakada Yaa Baana,0
Hayana Teme Gulantan Esito A Xeseta Gujane Nuyo,0
Hayanaa ta ishayi gamoy,0
Hayanasho mina,0
hayanasho nusoo nawu galatos kehipe,0
hayaninta nuna fb yan woyko you tubeyan gidkone siste era teme ,0
hayaninta nuunika hawassappe he alaliya sohuwan betanawu ya bana minitte taani hagana hawassan,0
hayanita gadawa wolitani metto gididabayi desi.,0
Hayanna gulanitta ezigosi,0
Hayi ishawu like gadassa,0
hayi Po'oo neeyyoo,0
Hayi xoosso hage tuma,1
Hayii niyo betoo,0
hay'ikka eenosho,0
Hayiqanane Daanaa Oydu Zoziyaraka Nuni De osi.,0
Hayiqin hayiday hayiqena wolaytte natto tuma hachika otidi de uwan dettasho,-1
HAYIQIN HAYIQENA HAYITA HA IKA OYICHIYOGA AGEN WOLAITA REGIONAL STATE ,0
hayita kunti siyona hege atenaba,0
Hayitta wuqawuqi naggossi.,0
Hayqaga paxa diyagetu gidon aysi koyay,-1
Hayqanappe atin Xonite ,-1
hayquwawu ay haalo kiyane medhaban waani gelane?,-1
Hayttaa Wuqqawuqqidi Heekko?,0
Hayttay deiyo ubbay siya,0
Haytti de'iyo assi diiko siyo hegaa ,0
Hayya daro lo'o polo lo'anawu xoossa shene gido.,1
Hayya hayya zaree kiyo inttiyo.,1
Hayya loytta wottadasa,0
hayya Tamasggana ne baynnaakko hagaakka ooni odeesi gaadi. Hara citay ubbay issoy issuwaa cayiiddi pee'iyaaggoosona.,0
Hayyana metuwaa pagalana danddayiyaa qoncce tobbe gaada qoppayis ishawu diccayichcha,1
Hayyana Tamasgana Eennoo Nangidi Ezggana kaalana simi ,0
Hayyasho Kehi Lo'ees.,0
Hayyikka wogga wokayittawu tumaa gaadasa piigidi pinnana halayitti,1
He gitay oonee?,0
He niyo betiya po ooy nuus bubasika po andesha Teme.,0
He wode taani koyro xekkaa timirttiyan de'ayda laatine pitaliya daro asaasi ooso keettaa oychiyooba xaafaasishin ha i aybi xaysidee? ,0
Hedhdhishiyo wodiyaan kushshiyaa qessiya leqqamissiddi doonna kamitte,1
Heegaa Xoossayi Nuyoo Tuma Otto Teme .xumman de do wide giddanna go nuyoo .,1
Heegge kehippe giittabaa.,0
"heeko hode	oshannee zaruwa maakisuwa",0
Hega eqotayi amanenan xayikoka eti hega guye gokona,-1
Hega gishawu nu biidi eta cadokopeatin nuna etara dosona gin waga qanxisiyabi baawa,-1
Hega kas wogiyoge,0
Hega mala nu so gellata eqqettiyooge koshshes,-1
Hega olettiddi deettes. Iita iita giddi deettes,1
Hega tanika be''asi markato flime adarasha matan bantta pala bantawu ekona,0
Hega xosi eresi,1
Hegaa gishshaw dumma dumma nu a dichanaw maaddiyaa ogeta go ettana bessees,1
Hegaa gishshawu ubbakka bonchchuan galattos,0
Hegaa naagoosi ,0
hegaakka zorettidi mataan essidi deriyaa erissana,1
hegadan Haattaa Pinttena gidaagetta wori xayssanoo bessessi gasoyikka hegetti nu wolaytta assasi suutta morkee zinoo nu natta woridagettupe aybinka guxokona,1
Hegaw baxiyaa koshes,0
Hegayo Koyirottidi Sera Hakena Mattani Kesitte Teme Hadar Hadara ,0
Hege attennabaa ,0
Hege beni bo'ayi isiya biti marco gishawu biidi kassa moridogawu lanciyawu bukosona,0
Hege nu ufayssa,1
hege tummakka,0
Hege Tuna Onaraka saro Didi Saro Baxxiya Baxetidi Dalga Mantiya Ekena ,-1
Hegee be'a waannaba. Ambban diyaa xuufe ubbay Wolaytta na gidenna.,-1
Hegee qucettena tuma. siyiya hayttay de'iyoy siyo ,-1
Hegee tumu yoho Nu o nukushiyan gelissennan aggokko ,0
Hegeeti ayba sarenna citee ?,-1
Hegeka looba shine tayishaw,0
Hegekka erriddi oottiddi de'ees,0
Hegeti banttaw ganjjiyaara yarudati banttaw qopposona,0
Hegeti nuna bayzanaw yidosona. Hanno gakkanaw nuna aybanne maddibokona.,0
hegsei hai wolayita dere woyenan awayeta ekifa d r indradadua harataka nu xayisena simoko,-1
Hekko ane kaayos ,0
Hekko Denddosi,0
Hekko gakichiis. dicayicha ta ishay ,1
Hekko hedde aybesha teme?,0
Hekko hedde giki ayabakko hekko go nekeha,0
Hekko hedde Woraabi Ufayssiya oduwaaninne awuge ,0
Hekko hekko laa aybee xaysay?,0
hekko la yattin tagakka heyikki ,0
Hekko nuunikka intte miyan doss dendoss nu bittawu,1
Heko hode wolyta pulawara putu gadasa haya haya lo es,1
Heko Hode Wozanppe Dosasi,0
He's qoffaa eassuwarra gigissaa.,0
hewede asa goo,0
hha Selfie ganaw koyadi????,0
hi la'a ane beo'osi mattaye na'a ne parisuwaye na'a,0
Hi woga wolaytaw.haakenna maattn ba beeni ball naw simana ,-1
Hi Xosso tani aysi wolaita gididannasha isitto sabes isitto qasi cayees anne entte giddon woropitte karee boccitte gin soo bocciyagetto hakkitte.,1
Hiddotan nagos,0
hidota Xoossan wottoos.,1
Hidotan nagos,0
hii wollayto kasse kawuwaa xoona natto tta goomipay enittena keehippe dosses ,1
hinaka hino shin Woxxayay aybe? Gugoy aybe? Na appe dumattetay aybe?,0
hinakaa gasso nuyo shin laytan laytan worajiyaw kaiya buduniya dichaw aybi kehee,0
Hinna xoossaba. aqiichchidi yohoy kushe kushe geennaan shendderaattaan ho uwaara poliichchana bessees,-1
Hinnin caddi oyqqanawu besses,0
HINOO EKO MORKEE,-1
hodde akeeka era ,0
Hodde qaycaga ,-1
Hode ga ga nena zimidaga,0
Hode guye guyiaw was ,0
Hode pulla daradasa..,1
Hodee Heko Gulantta Ubakaa Gumes,0
HOLIYAA NAAGOOS,1
Hoolasho ubbakka buraaqite,1
Humbbo Xabaala Sooddoyo mataan de anawu injjetiya irxxaa woraa mayaara inttena,0
